,experiment,runtime,finished,R,speedup
245,designs/scam_core/random_bug_4/fail_0,1482.13,1,0.843891003895,3.29274415711
246,designs/scam_core/random_bug_4/fail_0_1pass,450.12,1,1.0,1.0
247,designs/scam_core/random_bug_4/fail_0_multipass_opt,1365.03,1,1.10046592936,3.03259130898
248,designs/scam_core/random_bug_4/fail_0_multipass_v2,1460.65,1,1.07222487264,3.24502354928
249,designs/scam_core/random_bug_4/fail_1,1916.17,1,0.83564148003,1.05736642001
250,designs/scam_core/random_bug_4/fail_1_1pass,1812.21,1,1.0,1.0
251,designs/scam_core/random_bug_4/fail_1_multipass_DATE,1276.92,1,1.67062029806,0.704620325459
252,designs/scam_core/random_bug_4/fail_1_multipass_opt,1679.83,1,1.30520357612,0.926951070795
253,designs/scam_core/random_bug_4/fail_1_multipass_v2,1345.82,1,1.49162932166,0.742640201743
254,designs/scam_core/random_bug_4/fail_2,1545.95,1,0.557203665285,1.61221190948
255,designs/scam_core/random_bug_4/fail_2_1pass,958.9,1,1.0,1.0
256,designs/scam_core/random_bug_4/fail_2_multipass_DATE,1407.14,1,0.808707111368,1.46745228908
257,designs/scam_core/random_bug_4/fail_2_multipass_opt,1481.27,1,0.79523883914,1.5447596204
258,designs/scam_core/random_bug_4/fail_2_multipass_v2,1552.83,1,0.786985884713,1.61938679737
259,designs/scam_core/random_bug_4/fail_3,2104.36,1,0.273015021364,3.2366802018
260,designs/scam_core/random_bug_4/fail_3_1pass,650.16,1,1.0,1.0
261,designs/scam_core/random_bug_4/fail_3_multipass_opt,1626.11,1,0.549244540101,2.50109203889
262,designs/scam_core/random_bug_4/fail_3_multipass_v2,1297.15,1,0.679647001179,1.9951242771
263,designs/scam_core/random_bug_6/fail_1,1940.47,1,0.274206999985,2.06073446328
264,designs/scam_core/random_bug_6/fail_1_1pass,941.64,1,1.0,1.0
265,designs/scam_core/random_bug_6/fail_1_multipass_DATE,1240.36,1,0.834571389198,1.31723376237
266,designs/scam_core/random_bug_6/fail_1_multipass_opt,1537.5,1,0.621067482698,1.63278960112
267,designs/scam_core/random_bug_6/fail_1_multipass_v2,1390.0,1,0.823361445825,1.47614799711
268,designs/scam_core/random_bug_6/fail_2_multipass_opt,0.8,1,1.01576576577,0.776699029126
269,designs/scam_core/random_bug_6/fail_3,2705.4,1,0.119092303449,2.97424170798
270,designs/scam_core/random_bug_6/fail_3_1pass,909.61,1,1.0,1.0
271,designs/scam_core/random_bug_6/fail_3_multipass_DATE,1545.53,1,0.356290054196,1.69911280659
272,designs/scam_core/random_bug_6/fail_3_multipass_opt,1725.74,1,0.273279985519,1.89723068128
273,designs/scam_core/random_bug_6/fail_3_multipass_v2,1448.81,1,0.414809890297,1.59278152175
274,designs/scam_core/random_bug_6/fail_4,1947.15,1,0.373005429186,1.22040112817
275,designs/scam_core/random_bug_6/fail_4_1pass,1595.5,1,1.0,1.0
276,designs/scam_core/random_bug_6/fail_4_multipass_DATE,1436.94,1,0.993287148466,0.900620495143
277,designs/scam_core/random_bug_6/fail_4_multipass_opt,1758.96,1,0.702406667254,1.10245064243
278,designs/scam_core/random_bug_6/fail_4_multipass_v2,1260.65,1,1.20887087225,0.790128486368
279,designs/scam_core/random_bug_6/fail_5,1429.52,1,0.799490622882,2.04667411162
280,designs/scam_core/random_bug_6/fail_5_1pass,698.46,1,1.0,1.0
281,designs/scam_core/random_bug_6/fail_5_multipass_opt,2402.05,1,0.882535485,3.43906594508
282,designs/scam_core/random_bug_6/fail_5_multipass_v2,2457.88,1,0.966281501642,3.51899894053
283,designs/scam_core/random_bug_6/fail_6_multipass_opt,0.78,1,0.99294117647,1.04
284,designs/smoac_core/buggy1/fail_0,2679.84,1,1.27189906061,0.306065949729
285,designs/smoac_core/buggy1/fail_0_1pass,8755.76,0,1.0,1.0
286,designs/smoac_core/buggy1/fail_0_multipass_DATE,1708.5,1,2.24754048722,0.195128692426
287,designs/smoac_core/buggy1/fail_0_multipass_opt,3190.65,1,1.56036075975,0.364405831133
288,designs/smoac_core/buggy1/fail_0_multipass_v2,1625.49,1,2.56176802503,0.185648076238
289,designs/smoac_core/buggy1/fail_1,10586.43,0,1.33669107204,1.24478284795
290,designs/smoac_core/buggy1/fail_1_1pass,8504.64,0,1.0,1.0
291,designs/smoac_core/buggy1/fail_1_multipass_DATE,2144.18,1,4.73044071635,0.252118843361
292,designs/smoac_core/buggy1/fail_1_multipass_opt,5626.31,1,1.88266188886,0.661557690861
293,designs/smoac_core/buggy1/fail_1_multipass_v2,2915.65,1,3.63666855519,0.342830501938
294,designs/smoac_core/buggy1/fail_2,2141.4,1,0.971734143132,0.536467192929
295,designs/smoac_core/buggy1/fail_2_1pass,3991.67,1,1.0,1.0
296,designs/smoac_core/buggy1/fail_2_multipass_DATE,1542.8,1,1.66883209782,0.386504896447
297,designs/smoac_core/buggy1/fail_2_multipass_opt,1740.96,1,1.5270404168,0.436148278791
298,designs/smoac_core/buggy1/fail_2_multipass_v2,1666.51,1,1.43622045463,0.417496937372
299,designs/smoac_core/buggy4/fail_0,2273.7,1,1.31539015655,0.427930174564
300,designs/smoac_core/buggy4/fail_0_1pass,5313.25,1,1.0,1.0
301,designs/smoac_core/buggy4/fail_0_multipass_DATE,1595.81,1,2.0103120143,0.300345363008
302,designs/smoac_core/buggy4/fail_0_multipass_opt,3146.61,1,1.54767292557,0.592219451372
303,designs/smoac_core/buggy4/fail_0_multipass_v2,1694.04,1,1.92433506674,0.318833105914
304,designs/smoac_core/buggy4/fail_1,3111.85,1,0.97162506002,0.46536511687
305,designs/smoac_core/buggy4/fail_1_1pass,6686.9,1,1.0,1.0
306,designs/smoac_core/buggy4/fail_1_multipass_DATE,1720.04,1,2.35444429207,0.25722532115
307,designs/smoac_core/buggy4/fail_1_multipass_opt,3273.44,1,1.29049825414,0.489530275614
308,designs/smoac_core/buggy4/fail_1_multipass_v2,1620.25,1,2.30240082641,0.242302113087
309,designs/smoac_core/buggy4/fail_2,2596.83,1,1.49237973836,0.541294940635
310,designs/smoac_core/buggy4/fail_2_1pass,4797.44,1,1.0,1.0
311,designs/smoac_core/buggy4/fail_2_multipass_DATE,2484.21,1,2.22718725174,0.517819920624
312,designs/smoac_core/buggy4/fail_2_multipass_opt,2941.69,1,1.98233860449,0.613179112193
313,designs/smoac_core/buggy4/fail_2_multipass_v2,2769.95,1,2.12582409302,0.577380853122
314,designs/smoac_core/buggy5/fail_0,3037.12,1,1.08840808614,0.534503786432
315,designs/smoac_core/buggy5/fail_0_1pass,5682.13,1,1.0,1.0
316,designs/smoac_core/buggy5/fail_0_multipass_DATE,1636.71,1,2.44915304155,0.288045152082
317,designs/smoac_core/buggy5/fail_0_multipass_opt,3027.11,1,1.51538281575,0.532742123112
318,designs/smoac_core/buggy5/fail_0_multipass_v2,1624.45,1,2.30575572035,0.285887510493
319,designs/smoac_core/buggy5/fail_1,1353.41,1,0.905026325533,3.31198610023
320,designs/smoac_core/buggy5/fail_1_1pass,408.64,1,1.0,1.0
321,designs/smoac_core/buggy5/fail_1_multipass_v2,1148.82,1,1.07313023689,2.81132537197
322,designs/smoac_core/buggy5/fail_2,3053.23,1,1.36944900437,0.451080709737
323,designs/smoac_core/buggy5/fail_2_1pass,6768.7,1,1.0,1.0
324,designs/smoac_core/buggy5/fail_2_multipass_DATE,1603.69,1,3.35255895317,0.236927327256
325,designs/smoac_core/buggy5/fail_2_multipass_opt,3033.39,1,1.77217279737,0.448149570819
326,designs/smoac_core/buggy5/fail_2_multipass_v2,2466.31,1,2.33585955561,0.364369819906
327,designs/smoac_core/buggy6/fail_0,4186.61,1,1.08144156012,1.19945737189
328,designs/smoac_core/buggy6/fail_0_1pass,3490.42,1,1.0,1.0
329,designs/smoac_core/buggy6/fail_0_multipass_DATE,1517.5,1,3.05620170634,0.434761432722
330,designs/smoac_core/buggy6/fail_0_multipass_opt,2148.04,1,2.03115628871,0.615410179864
331,designs/smoac_core/buggy6/fail_0_multipass_v2,2910.58,1,1.7651098391,0.833876725437
332,designs/smoac_core/buggy6/fail_1,5375.73,1,1.31535182038,0.600194939174
333,designs/smoac_core/buggy6/fail_1_1pass,8956.64,0,1.0,1.0
334,designs/smoac_core/buggy6/fail_1_multipass_DATE,2621.23,1,2.46923123464,0.292657737723
335,designs/smoac_core/buggy6/fail_1_multipass_opt,5104.87,1,1.45518668552,0.56995368799
336,designs/smoac_core/buggy6/fail_1_multipass_v2,2980.42,1,1.82166505374,0.332760946069
337,designs/smoac_core/buggy6/fail_2,3816.61,1,1.31352173857,0.699001298513
338,designs/smoac_core/buggy6/fail_2_1pass,5460.09,1,1.0,1.0
339,designs/smoac_core/buggy6/fail_2_multipass_DATE,1587.56,1,2.80738527994,0.290757112062
340,designs/smoac_core/buggy6/fail_2_multipass_opt,2293.32,1,1.9465898826,0.420015054697
341,designs/smoac_core/buggy6/fail_2_multipass_v2,1583.63,1,2.64128940831,0.290037343707
342,designs/smoac_core/buggy7/fail_0,4115.23,1,0.98482625918,0.525120139242
343,designs/smoac_core/buggy7/fail_0_1pass,7836.74,1,1.0,1.0
344,designs/smoac_core/buggy7/fail_0_multipass_DATE,3039.9,1,1.1556113773,0.387903643607
345,designs/smoac_core/buggy7/fail_0_multipass_opt,4275.22,1,0.98354160904,0.545535516044
346,designs/smoac_core/buggy7/fail_0_multipass_v2,1783.68,1,1.3585579167,0.227604845893
347,designs/smoac_core/buggy7/fail_1,2674.7,1,1.2342578644,0.941931757754
348,designs/smoac_core/buggy7/fail_1_1pass,2839.59,1,1.0,1.0
349,designs/smoac_core/buggy7/fail_1_multipass_DATE,2363.52,1,1.87666942817,0.832345514669
350,designs/smoac_core/buggy7/fail_1_multipass_opt,1735.93,1,2.9192151836,0.611331213309
351,designs/smoac_core/buggy7/fail_1_multipass_v2,1650.25,1,2.46124423375,0.58115784321
352,designs/smoac_core/buggy8/fail_0,3966.77,1,1.26564897056,0.606674262642
353,designs/smoac_core/buggy8/fail_0_1pass,6538.55,1,1.0,1.0
354,designs/smoac_core/buggy8/fail_0_multipass_DATE,1511.84,1,3.43453449492,0.231219459972
355,designs/smoac_core/buggy8/fail_0_multipass_opt,2136.57,1,2.50491563735,0.326765108472
356,designs/smoac_core/buggy8/fail_0_multipass_v2,1720.93,1,2.87811880052,0.263197497916
357,designs/smoac_core/buggy9/fail_0,2982.74,1,1.04891941564,0.557887511246
358,designs/smoac_core/buggy9/fail_0_1pass,5346.49,1,1.0,1.0
359,designs/smoac_core/buggy9/fail_0_multipass_DATE,1498.64,1,2.84804411575,0.280303526239
360,designs/smoac_core/buggy9/fail_0_multipass_opt,3047.59,1,1.41561709795,0.570016964401
361,designs/smoac_core/buggy9/fail_0_multipass_v2,1700.13,1,2.39045081937,0.317989933583
362,designs/smoac_core/buggy9/fail_1,4117.91,1,1.31209370331,0.657303846062
363,designs/smoac_core/buggy9/fail_1_1pass,6264.85,1,1.0,1.0
364,designs/smoac_core/buggy9/fail_1_multipass_DATE,1694.94,1,2.98193303836,0.270547578952
365,designs/smoac_core/buggy9/fail_1_multipass_opt,2043.11,1,2.68753370004,0.326122732388
366,designs/smoac_core/buggy9/fail_1_multipass_v2,1586.35,1,2.98228440794,0.253214362674
367,designs/smoac_core/random_bug_0/fail_1,1831.53,1,0.927429071108,0.880488238716
368,designs/smoac_core/random_bug_0/fail_1_1pass,2080.13,1,1.0,1.0
369,designs/smoac_core/random_bug_0/fail_1_multipass_DATE,2422.71,1,1.01114244146,1.16469162985
370,designs/smoac_core/random_bug_0/fail_1_multipass_opt,1720.37,1,1.24571152585,0.827049270959
371,designs/smoac_core/random_bug_0/fail_1_multipass_v2,2323.51,1,1.12275432038,1.11700230274
372,designs/smoac_core/random_bug_1/fail_0,1178.02,1,0.842000614708,2.50770606267
373,designs/smoac_core/random_bug_1/fail_0_1pass,469.76,1,1.0,1.0
374,designs/smoac_core/random_bug_1/fail_0_multipass_v2,1071.5,1,0.873567580957,2.28095197548
375,designs/smoac_core/random_bug_1/fail_1,3932.14,1,1.11675987887,1.15553296032
376,designs/smoac_core/random_bug_1/fail_1_1pass,3402.88,1,1.0,1.0
377,designs/smoac_core/random_bug_1/fail_1_multipass_DATE,3385.65,1,1.34842688756,0.994936641903
378,designs/smoac_core/random_bug_1/fail_1_multipass_opt,5335.19,1,1.11270707349,1.56784547207
379,designs/smoac_core/random_bug_1/fail_1_multipass_v2,3152.56,1,1.48945120395,0.926438781268
380,designs/smoac_core/random_bug_12/fail_1,2999.79,1,1.13302606868,0.373036292755
381,designs/smoac_core/random_bug_12/fail_1_1pass,8041.55,0,1.0,1.0
382,designs/smoac_core/random_bug_12/fail_1_multipass_DATE,2558.21,1,1.71221948801,0.318123993509
383,designs/smoac_core/random_bug_12/fail_1_multipass_opt,2219.82,1,1.91540056134,0.276043797527
384,designs/smoac_core/random_bug_12/fail_1_multipass_v2,1830.06,1,2.18045855536,0.227575529593
385,designs/smoac_core/random_bug_13/fail_0,2489.01,1,1.23304149954,0.753571807021
386,designs/smoac_core/random_bug_13/fail_0_1pass,3302.95,1,1.0,1.0
387,designs/smoac_core/random_bug_13/fail_0_multipass_DATE,1830.39,1,1.72119751134,0.55416824354
388,designs/smoac_core/random_bug_13/fail_0_multipass_opt,1601.01,1,1.91433789388,0.484721234048
389,designs/smoac_core/random_bug_13/fail_0_multipass_v2,1621.17,1,1.90674490928,0.490824868678
390,designs/smoac_core/random_bug_13/fail_1,5676.55,1,2.98623685108,0.649085354001
391,designs/smoac_core/random_bug_13/fail_1_1pass,8745.46,0,1.0,1.0
392,designs/smoac_core/random_bug_13/fail_1_multipass_DATE,4880.95,1,3.10013475189,0.558112437768
393,designs/smoac_core/random_bug_13/fail_1_multipass_opt,4116.09,1,3.87285333044,0.470654488157
394,designs/smoac_core/random_bug_13/fail_1_multipass_v2,5054.89,1,3.25468648113,0.578001614552
395,designs/smoac_core/random_bug_14/fail_0,6332.53,1,2.42296102942,0.739321193696
396,designs/smoac_core/random_bug_14/fail_0_1pass,8565.33,0,1.0,1.0
397,designs/smoac_core/random_bug_14/fail_0_multipass_DATE,2994.31,1,4.86669417768,0.34958489632
398,designs/smoac_core/random_bug_14/fail_0_multipass_opt,4396.09,1,3.16806102483,0.513242338591
399,designs/smoac_core/random_bug_14/fail_0_multipass_v2,3061.48,1,4.67027471283,0.35742697596
400,designs/smoac_core/random_bug_15/fail_0,2454.06,1,1.28781214578,0.983307422307
401,designs/smoac_core/random_bug_15/fail_0_1pass,2495.72,1,1.0,1.0
402,designs/smoac_core/random_bug_15/fail_0_multipass_DATE,1641.42,1,2.04089627205,0.65769397208
403,designs/smoac_core/random_bug_15/fail_0_multipass_opt,1763.0,1,2.24348917481,0.706409372846
404,designs/smoac_core/random_bug_15/fail_0_multipass_v2,1461.62,1,2.51382732766,0.585650633885
405,designs/smoac_core/random_bug_15/fail_1,2428.72,1,1.60293506045,0.746597808211
406,designs/smoac_core/random_bug_15/fail_1_1pass,3253.05,1,1.0,1.0
407,designs/smoac_core/random_bug_15/fail_1_multipass_DATE,1684.47,1,2.45536428763,0.51781251441
408,designs/smoac_core/random_bug_15/fail_1_multipass_opt,1815.3,1,2.64929457907,0.558030156315
409,designs/smoac_core/random_bug_15/fail_1_multipass_v2,1528.39,1,2.88085281348,0.469832926023
410,designs/smoac_core/random_bug_16/fail_0,919.66,1,0.945202176344,2.67560805307
411,designs/smoac_core/random_bug_16/fail_0_1pass,343.72,1,1.0,1.0
412,designs/smoac_core/random_bug_16/fail_0_multipass_v2,859.65,1,0.999626711497,2.50101827069
413,designs/smoac_core/random_bug_17/fail_0,3649.42,1,2.09065136412,0.527915242395
414,designs/smoac_core/random_bug_17/fail_0_1pass,6912.89,1,1.0,1.0
415,designs/smoac_core/random_bug_17/fail_0_multipass_DATE,1823.79,1,3.98699037731,0.263824536482
416,designs/smoac_core/random_bug_17/fail_0_multipass_opt,3146.63,1,2.60811084129,0.455182998717
417,designs/smoac_core/random_bug_17/fail_0_multipass_v2,1829.5,1,3.79497585244,0.264650529663
418,designs/smoac_core/random_bug_17/fail_1,3728.77,1,1.4556829648,0.869353458627
419,designs/smoac_core/random_bug_17/fail_1_1pass,4289.13,1,1.0,1.0
420,designs/smoac_core/random_bug_17/fail_1_multipass_DATE,3469.78,1,1.83365939344,0.808970583778
421,designs/smoac_core/random_bug_17/fail_1_multipass_opt,3084.42,1,1.91771879765,0.719124857489
422,designs/smoac_core/random_bug_17/fail_1_multipass_v2,2825.68,1,1.77611874187,0.658800269519
423,designs/smoac_core/random_bug_18/fail_0,1274.78,1,0.905063300689,2.97804046162
424,designs/smoac_core/random_bug_18/fail_0_1pass,428.06,1,1.0,1.0
425,designs/smoac_core/random_bug_18/fail_0_multipass_v2,1184.81,1,1.10690766221,2.76785964584
426,designs/smoac_core/random_bug_18/fail_1,1224.35,1,0.986529112581,3.69425502384
427,designs/smoac_core/random_bug_18/fail_1_1pass,331.42,1,1.0,1.0
428,designs/smoac_core/random_bug_18/fail_1_multipass_v2,1164.73,1,1.05624332271,3.51436244041
429,designs/smoac_core/random_bug_19/fail_1,1197.52,1,0.917795693168,2.91225680934
430,designs/smoac_core/random_bug_19/fail_1_1pass,411.2,1,1.0,1.0
431,designs/smoac_core/random_bug_19/fail_1_multipass_v2,1068.23,1,1.0358189112,2.59783560311
432,designs/smoac_core/random_bug_20/fail_0,7312.75,1,1.61592096129,0.845128125711
433,designs/smoac_core/random_bug_20/fail_0_1pass,8652.83,0,1.0,1.0
434,designs/smoac_core/random_bug_20/fail_0_multipass_DATE,2684.17,1,3.6569437995,0.310207180772
435,designs/smoac_core/random_bug_20/fail_0_multipass_opt,6132.62,1,1.76975334858,0.708741533117
436,designs/smoac_core/random_bug_20/fail_0_multipass_v2,2974.63,1,2.99171258837,0.343775389092
437,designs/smoac_core/random_bug_21/fail_0,5367.68,1,1.21927752884,0.850196247383
438,designs/smoac_core/random_bug_21/fail_0_1pass,6313.46,1,1.0,1.0
439,designs/smoac_core/random_bug_21/fail_0_multipass_DATE,2851.45,1,2.02254761095,0.451646165494
440,designs/smoac_core/random_bug_21/fail_0_multipass_opt,3234.89,1,1.98252093354,0.512379899453
441,designs/smoac_core/random_bug_21/fail_0_multipass_v2,3080.26,1,1.87792083994,0.48788778261
442,designs/smoac_core/random_bug_21/fail_1,2740.29,1,0.817094224291,1.1565430619
443,designs/smoac_core/random_bug_21/fail_1_1pass,2369.38,1,1.0,1.0
444,designs/smoac_core/random_bug_21/fail_1_multipass_DATE,2654.06,1,1.3900519165,1.12014957499
445,designs/smoac_core/random_bug_21/fail_1_multipass_opt,1989.86,1,1.76222148457,0.839823076079
446,designs/smoac_core/random_bug_21/fail_1_multipass_v2,2775.25,1,1.24166445686,1.17129797669
447,designs/smoac_core/random_bug_22/fail_0,2177.02,1,0.752626751632,1.6063960095
448,designs/smoac_core/random_bug_22/fail_0_1pass,1355.22,1,1.0,1.0
449,designs/smoac_core/random_bug_22/fail_0_multipass_DATE,1283.19,1,1.23777782257,0.94684995794
450,designs/smoac_core/random_bug_22/fail_0_multipass_opt,2550.48,1,0.86038405613,1.88196750343
451,designs/smoac_core/random_bug_22/fail_0_multipass_v2,1493.78,1,1.02921100279,1.10224170245
452,designs/smoac_core/random_bug_22/fail_1,2433.7,1,1.15630777833,0.800675097712
453,designs/smoac_core/random_bug_22/fail_1_1pass,3039.56,1,1.0,1.0
454,designs/smoac_core/random_bug_22/fail_1_multipass_DATE,2600.86,1,1.3761935796,0.855669899591
455,designs/smoac_core/random_bug_22/fail_1_multipass_opt,1782.3,1,1.78295416932,0.586367763755
456,designs/smoac_core/random_bug_22/fail_1_multipass_v2,1723.4,1,1.70683211396,0.566989959073
457,designs/smoac_core/random_bug_3/fail_0,1989.21,1,0.907766000899,0.789318932131
458,designs/smoac_core/random_bug_3/fail_0_1pass,2520.16,1,1.0,1.0
459,designs/smoac_core/random_bug_3/fail_0_multipass_v2,1575.56,1,1.22930024948,0.625182528093
460,designs/smoac_core/random_bug_3/fail_1,7666.82,1,1.49837712738,0.891928364849
461,designs/smoac_core/random_bug_3/fail_1_1pass,8595.78,0,1.0,1.0
462,designs/smoac_core/random_bug_3/fail_1_multipass_v2,3900.92,1,2.55774048171,0.453818036292
463,designs/smoac_core/random_bug_4/fail_0,5363.45,1,1.36265645585,0.695512292664
464,designs/smoac_core/random_bug_4/fail_0_1pass,7711.51,0,1.0,1.0
465,designs/smoac_core/random_bug_4/fail_0_multipass_v2,3621.77,1,1.94373204843,0.4696576935
466,designs/smoac_core/random_bug_4/fail_1,1608.46,1,0.872729165023,1.16929586066
467,designs/smoac_core/random_bug_4/fail_1_1pass,1375.58,1,1.0,1.0
468,designs/smoac_core/random_bug_4/fail_1_multipass_v2,1401.92,1,1.13248994981,1.01914828654
469,designs/smoac_core/random_bug_5/fail_1,2470.37,1,0.921468785537,1.09454669514
470,designs/smoac_core/random_bug_5/fail_1_1pass,2256.98,1,1.0,1.0
471,designs/smoac_core/random_bug_5/fail_1_multipass_v2,2683.74,1,1.14857145939,1.18908452888
472,designs/smoac_core/random_bug_6/fail_0,1336.96,1,0.734372584358,1.80797317034
473,designs/smoac_core/random_bug_6/fail_0_1pass,739.48,1,1.0,1.0
474,designs/smoac_core/random_bug_6/fail_0_multipass_v2,1135.51,1,0.875907833307,1.53555200952
475,designs/smoac_core/random_bug_6/fail_1,1143.47,1,0.726112918075,2.130279263
476,designs/smoac_core/random_bug_6/fail_1_1pass,536.77,1,1.0,1.0
477,designs/smoac_core/random_bug_6/fail_1_multipass_v2,1092.65,1,0.835298880039,2.03560184064
478,designs/smoac_core/random_bug_7/fail_0,3122.93,1,1.1622891482,0.934857837356
479,designs/smoac_core/random_bug_7/fail_0_1pass,3340.54,1,1.0,1.0
480,designs/smoac_core/random_bug_7/fail_0_multipass_v2,1599.66,1,1.80245270636,0.478862698845
481,designs/smoac_core/random_bug_8/fail_0,1497.88,1,1.54609601751,0.686483711892
482,designs/smoac_core/random_bug_8/fail_0_1pass,2181.96,1,1.0,1.0
483,designs/smoac_core/random_bug_8/fail_0_multipass_v2,1073.96,1,2.13550238844,0.492199673688
484,designs/smoac_core/random_bug_8/fail_1,1185.23,1,1.28249178717,0.945498783455
485,designs/smoac_core/random_bug_8/fail_1_1pass,1253.55,1,1.0,1.0
486,designs/smoac_core/random_bug_8/fail_1_multipass_v2,985.55,1,1.71154875245,0.786207171633
487,designs/sudoku_check/buggy11/fail_0,1019.1,1,0.967577134685,1.15884513481
